rank,username,ptcg_id,area,points
1,Tiger,tw15435377,新北市,224pt
2,NiHao_WoChiYiDian,tw56336073,臺中市,218pt
3,Galaxy,tw27568465,臺中市,201pt
4,BossTang,tw48793078,基隆市,198pt
5,LUN,tw56605426,臺南市,193pt
6,shawn,tw42309306,臺中市,192pt
7,TCGSTORE_阿元,tw79280986,臺北市,190pt
8,Yeen,tw73048413,臺南市,185pt
9,Jiao,tw78403870,新北市,182pt
10,Ray,tw73106123,高雄市,178pt
10,TopCard_Fu,tw77877383,新竹縣,178pt
10,aaaa,tw36759052,臺中市,178pt
13,Danyang,tw03132048,高雄市,174pt
14,GMS-FangKaiyo,tw24854365,新竹縣,165pt
15,Mr.Gengar,tw05925639,臺中市,162pt
16,Moon,tw97931731,臺北市,161pt
17,Akashi,tw23764220,彰化縣,160pt
17,ZIYI777,tw69848864,新北市,160pt
19,Heisenberg,tw22529091,臺北市,159pt
20,DKA_PIGRIGHT0,tw93433450,宜蘭縣,156pt
20,Stanley.LAI,tw29404493,臺中市,156pt
22,XJH_Fengshen,tw15026318,新北市,154pt
23,86,tw94971550,臺北市,153pt
24,cian,tw78657682,高雄市,149pt
25,ClawsTY Martin,tw76086171,桃園市,147pt
25,Ianyang,tw45485735,高雄市,147pt
25,瘋桌遊楠梓店正老闆徵闆娘！,tw02559687,高雄市,147pt
28,PoYangHsu,tw10141695,高雄市,145pt
28,TCGSTORE_MASSA,tw85147749,臺北市,145pt
28,will,tw79188375,高雄市,145pt
31,海豹姐,tw01909140,彰化縣,143pt
32,BenT,tw76470686,臺南市,141pt
32,JEFF,tw33544977,新北市,141pt
34,TEAM_David,tw10467123,臺北市,139pt
35,R1n90,tw23226571,新北市,136pt
36,哈力栗,tw44344603,高雄市,134pt
37,GHG_PeterWine,tw16132632,宜蘭縣,131pt
37,GMS-YO,tw93955100,臺南市,131pt
39,QQ,tw26175828,臺中市,130pt
39,kazma,tw04461037,臺北市,130pt
41,Shanks,tw28750216,新北市,129pt
42,DCG_2330,tw46798799,臺北市,124pt
42,ScreamTail,tw42619935,臺南市,124pt
42,曉致,tw63508480,高雄市,124pt
45,Caraa.tsai,tw18638755,彰化縣,122pt
45,lkkder,tw06441088,高雄市,122pt
47,Johnny,tw50567676,苗栗縣,121pt
48,ChenMinQian,tw75551324,苗栗縣,120pt
48,LINCHEHSUAN,tw95954871,臺北市,120pt
50,HiddenSquid,tw00387540,桃園市,119pt
50,StrongOrange,tw97885633,臺南市,119pt
52,南呱,tw32214798,雲林縣,118pt
53,Bob,tw13624938,彰化縣,116pt
53,Snake,tw01024875,新北市,116pt
55,DQ,tw20116252,桃園市,115pt
55,Mark,tw46076033,高雄市,115pt
55,Nick,tw55000893,臺中市,115pt
55,Wei,tw53723254,臺中市,115pt
59,AndyChou,tw44127879,新北市,114pt
59,XRY,tw93076075,臺中市,114pt
61,Cookie,tw42912360,高雄市,111pt
61,Towasamalike,tw23205294,臺南市,111pt
61,rabbit,tw24203947,新北市,111pt
61,yuyu614,tw11292760,臺北市,111pt
65,CaiMingFeng,tw51147332,新北市,108pt
65,Modred1104,tw44821842,臺中市,108pt
65,Zhaorui,tw88780324,臺中市,108pt
65,rio1022,tw68088789,高雄市,108pt
69,DONG_JI_WU,tw59054436,臺中市,107pt
69,Laolio,tw29536370,新北市,107pt
71,HaveFun-WeiWei,tw35839691,桃園市,106pt
71,Minatsuki,tw30477292,高雄市,106pt
73,Jyun,tw35995465,高雄市,105pt
74,Mapu0215,tw81121676,臺中市,104pt
74,NewFlavors,tw17203659,臺北市,104pt
74,罐頭,tw45806310,高雄市,104pt
77,13,tw39174853,臺南市,103pt
77,Diamond,tw57017359,臺北市,103pt
79,Osnyani,tw97138451,新竹市,101pt
80,DCG_M1DSKY,tw16152234,新竹市,100pt
80,Habu,tw79878183,高雄市,100pt
80,Yang,tw60273793,高雄市,100pt
80,阿童,tw39185310,臺北市,100pt
84,NewBee,tw59096586,桃園市,99pt
85,Aki,tw41073870,臺中市,98pt
86,Jack,tw54430001,新竹市,97pt
87,ChunLun,tw82981600,新北市,95pt
87,watermelon,tw54760232,高雄市,95pt
89,GHG_Andro,tw20198051,新北市,94pt
89,GMS_Mew,tw67759215,新北市,94pt
